City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Visakhapatnam,2020-06-20,26.67,86.29,3.78,37.36,22.46,15.05,0.74,11.76,41.97,3.14,11.89,1.87,74
Kolkata,2020-02-24,106.36,205.48,52.73,59.18,111.64,36.52,0.97,12.99,26.89,14.8,21.77,3.65,209
Hyderabad,2019-09-20,20.54,35.92,6.52,21.37,14.45,8.95,0.48,4.86,16.03,0.34,2.62,0.27,53
Amaravati,2017-12-29,74.58,138.6,6.14,46.65,29.81,18.2,0.17,9.47,67.11,0.32,3.76,0.18,177
Visakhapatnam,2019-12-16,46.59,84,3.45,26.75,17.03,14.5,0.96,7.26,66.3,3.37,6.68,1.25,76
Hyderabad,2018-06-23,20.07,34.46,2.75,23.78,14.39,13.84,0.36,6.35,23.59,0.66,5.46,1.61,56
Delhi,2018-04-21,119.24,480.07,9.64,30.99,35.73,31.94,0.89,12.08,61.05,1.13,2.73,0,444
Amaravati,2019-12-02,55.72,86.96,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,98
Delhi,2020-06-24,30.91,62.61,6.63,16.84,15.72,31.45,0.89,11.02,24.77,1.28,12.13,0.27,71
Visakhapatnam,2018-05-24,13.64,50.59,10.64,22.38,20.56,10.12,0.35,8.21,9.98,3.87,9.89,2.22,47
Chandigarh,2020-05-22,35.93,148.36,2.98,4.31,10.11,25.39,0.67,13.91,41.74,4.75,0.74,0.77,116
Kolkata,2020-05-03,18.04,32.98,3.94,9.23,13.21,13.04,0.38,5.76,42.05,1.76,6.28,0.47,57
Amaravati,2020-01-20,31.22,57.33,3.69,16.9,11.99,14.42,0.63,14.64,33.25,0.38,1.44,0.14,62
Hyderabad,2019-02-28,50.34,127.96,3.77,37.89,23.07,14.67,0.52,9.8,29.24,2.25,24.56,5.3,112
Hyderabad,2020-02-14,74.29,149.4,27.33,60.15,52.12,20.31,0.85,19.3,25.32,3.4,31.35,1.27,146
Amritsar,2019-06-18,52.47,124.04,16.64,9.73,16.56,14.85,0.56,5.29,23.74,3.01,1.66,5.28,91
Hyderabad,2020-05-21,31.59,118.03,7.65,33.69,22.31,29.77,0.43,11.4,32.1,2.6,18.13,3.68,109
Hyderabad,2017-06-07,12.3,31.28,6.91,11.7,4.45,11.75,0.07,3.66,48.45,0.01,0.34,0.12,74
Delhi,2019-08-10,16.73,47.75,9.02,22.06,21.47,24.4,0.87,8.47,25.43,1.12,10.3,1.03,75
Delhi,2015-04-27,67.08,174.5,13.18,35.54,44.09,32.27,4.76,11.92,70.74,1.86,6.09,2.97,258
Hyderabad,2018-09-23,32.25,62.49,3.76,27.46,17.34,14.76,0.44,6.13,28.19,1.06,7.74,0.78,65
Amritsar,2019-07-03,39.52,101.22,11.6,10.62,17.19,19.09,0.38,6.6,17.15,3.67,1.7,9.08,98
Delhi,2017-12-03,240.87,359.22,67.41,65.83,99.76,85.25,2.28,19.92,37.61,8.46,26.32,0.1,384
Chandigarh,2020-02-01,46.01,85.01,3.21,15.01,5.53,79.53,0.82,7.97,12.24,7.04,0.38,0.85,95
Hyderabad,2018-06-07,19.68,25.82,2.91,22.53,14.03,15.54,0.61,5.17,47.94,0.42,2.39,0.71,69
Amaravati,2018-07-07,17.25,32.02,2.58,6.82,5.82,11.04,0.37,4.65,65.23,0.29,0.2,0.2,83
Amaravati,2019-12-03,63.99,97.97,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,100
Hyderabad,2017-01-23,83.79,150.97,10.65,52.58,19.39,20.72,0,13.58,53.54,0.06,1.01,0.07,156
Delhi,2020-05-21,55.92,163.77,9.67,31.36,25.81,25.55,1.09,18.99,62.56,1.72,15.2,2.43,149
Amritsar,2020-06-24,23.77,69.62,17,9.97,23.17,12.08,0.59,7.21,16.48,1.2,1.02,7.97,130
Amritsar,2019-11-26,30.77,80.76,9.53,10.03,19.56,13.08,0.48,16.2,13.5,2.42,3.18,1.98,113
Amaravati,2019-10-20,8.12,21.82,1.93,7.85,5.75,8.66,0.53,11.39,34.36,0.08,2,0.18,52
Visakhapatnam,2020-06-23,25.4,83.38,2.76,34.09,19.92,13.13,0.54,10.4,43.27,2.88,12.03,1.33,100
Delhi,2018-05-07,111.95,302.1,42.33,54.75,76.02,45.99,2.2,16.31,57.48,3.61,5.38,0,243
Visakhapatnam,2016-11-17,76.4,120.03,3.77,31.02,18.94,11.23,1.14,12.94,97.23,5.33,8.33,3.51,151
Amritsar,2019-12-08,67,114.79,11.94,12.9,21.4,5.63,0.74,12.39,20.02,3.23,3.99,1.98,123
Amaravati,2019-08-16,15.75,34.12,2.8,9.34,7.33,12.08,0.4,28.32,36.06,0.16,1.66,0.17,49
Visakhapatnam,2018-01-15,113.89,203.02,20.08,47.37,41.32,19.15,1.37,11.01,60.7,4.12,5.69,1.9,320
Hyderabad,2019-10-23,37.8,70.86,7.97,23.75,16.66,10.32,0.57,4.71,14.48,0.65,5.21,1.67,78
Amritsar,2020-02-12,38.88,136.28,18.01,13.17,27.73,12.36,0.5,2.5,37.25,1.71,1.79,2,133
Delhi,2017-12-10,230.34,341.87,102,83.94,16.38,77.11,2.18,25.97,90.07,9.07,29.86,0.25,389
Delhi,2019-07-27,26.16,45.04,11.98,25.34,25.46,30.26,1,8.67,29.54,2,20.94,0.74,85
Hyderabad,2019-10-01,39.12,62.5,14.7,21.75,20.19,8.78,0.67,3.03,17.28,0.76,5.99,1.36,87
Kolkata,2020-02-06,78.36,161.52,30.92,56.1,87.99,25.32,0.81,13.53,38.61,20.47,25.77,2.63,192
Delhi,2015-01-14,164.39,227.38,20.78,41.17,48.09,166.7,10.32,4.85,42.05,4.57,10.72,3.06,353
Delhi,2020-05-13,68.8,159.2,5.09,21.34,16.74,32.29,0.9,15.41,52.2,1.81,14.78,0.39,132
Delhi,2017-11-19,128.65,190.51,19.58,45.6,55.24,34.83,1.2,15.12,47.8,2.04,5.24,0.09,297
Kolkata,2019-08-16,27.99,47.39,6.3,19.07,25.53,11.58,0.55,2.63,17.18,28.03,7.25,2.42,51
Amritsar,2020-05-16,35.91,69.27,20.01,14.83,29.75,12.49,0.75,9.26,43.77,1.3,1.1,8.81,61
Hyderabad,2019-04-05,31.28,84.24,2.63,27.38,16.5,14.06,0.46,7.11,53.76,1.15,11.96,2.32,93
Visakhapatnam,2016-10-06,51.42,94.82,28.9,41.1,44.03,16.59,0.97,17.9,31.39,7.79,15.09,10.14,105
Delhi,2019-07-16,31.51,79.22,8.59,27.54,23.74,26.39,1.05,9.64,30.05,1.99,20.07,0.09,117
Hyderabad,2015-11-04,40.67,90.56,5.24,1.72,2.45,11.75,0.99,13.4,32.02,1.2,6.72,0.63,130
Hyderabad,2017-12-23,82.05,170.76,10.07,65.66,42.69,24.8,1.26,15.01,57.5,4.37,25.14,5.62,180
Amritsar,2018-11-20,52.3,139.23,18.8,27.98,44.79,6.7,0.01,0.71,19.59,5.43,1.91,8.36,125
Delhi,2020-03-12,56.92,155.18,21.91,36.74,39.57,35.31,0.94,13.68,34.27,2.25,19.69,0.7,125
Hyderabad,2019-05-09,46.82,139.1,7.03,40.85,27.2,21.34,0.76,11.69,35.35,4.91,33.17,11.33,132
Delhi,2018-02-23,163.75,333.99,59.63,70.77,92.54,59.64,1.81,16.26,48.62,3.89,9.53,0,331
Hyderabad,2019-08-08,12.45,31.7,3.46,19.4,12.81,14.56,0.42,5.75,14.47,0.06,1.06,0.07,47
Visakhapatnam,2019-06-05,50.27,126.08,5.74,31.49,21.31,12.96,0.85,7.79,25.76,4.88,6.84,2.2,88
Chandigarh,2020-03-31,15.51,39.66,1.46,10.85,6.85,43.04,0.49,9.39,13.55,3.64,0.13,0.99,34
Hyderabad,2017-04-01,44.15,117.72,9.09,30.98,8.99,14.2,0.14,6.09,59.95,0.08,0.86,0.4,136
Delhi,2015-02-16,152.62,310.74,24.32,44.22,49.67,74.74,11.55,6.79,34.36,2.84,5.37,3.49,358
Chandigarh,2020-03-13,17.86,40.9,6.34,18.04,14.58,69.88,0.46,8.05,17.15,3.59,2.84,0.78,50
Hyderabad,2015-11-08,51.21,101.07,5.46,10.48,15.16,12.03,1.24,8.8,47.35,1.11,5.54,0.4,145
Amritsar,2020-05-09,37.31,87.52,22.45,18.78,31.81,13.86,0.75,10.47,43.73,1.29,1.09,8.72,87
Kolkata,2019-06-29,44.03,76.1,6.27,21.47,27.27,9.08,0.64,3.01,37.1,22.66,10.7,4.13,78
Hyderabad,2018-11-14,67.28,159.01,10.49,60.17,39.93,12.04,0.76,28.68,35.17,6.23,54.91,13.56,139
Amritsar,2019-07-01,38.51,95.89,11.8,10.58,21.27,19.43,0.49,12.69,25.22,4.52,2.12,10.62,93
Hyderabad,2018-04-21,49.14,139.55,14.17,51.13,38.23,19.44,0.9,10.1,31.15,2.21,15.4,4.97,122
Hyderabad,2017-06-08,11.78,27.93,8.21,19.22,8.56,17.27,0.08,2.68,36.3,0.01,0.27,0.07,67
Delhi,2019-04-18,38.92,91.55,15.97,39.07,35.02,26.28,1.01,15.05,50.12,2.26,16.68,0.74,104
Visakhapatnam,2016-09-06,42.4,91.61,17.32,35.13,32.18,8.91,0.79,28.26,58.59,5.16,10.49,5.87,102
Hyderabad,2018-05-09,44.32,101.87,3.44,37.73,22.67,15.48,0.67,6.11,43.87,1.09,6.34,0.93,112
Hyderabad,2019-09-21,25.81,56.75,8.43,19.01,15.16,8.86,0.46,8.83,16.68,0.28,3.56,0.22,61
Hyderabad,2016-04-04,53.75,104.14,8.83,24.81,28.55,28.56,1.21,4.43,50.46,0.84,3.62,0.74,146
Patna,2020-01-27,149.59,219.96,92.59,40.53,131.91,32.43,1.69,10.37,16.59,1.37,8.17,2.35,304
Visakhapatnam,2018-03-26,51.89,114.38,7.66,37.22,26.01,11.49,0.72,9.25,23.1,4.26,7.25,2.21,99
Amritsar,2019-11-09,42.84,81.33,17.28,10.04,27.28,13,0.78,9.2,12.92,2.02,2.7,2,72
Hyderabad,2018-09-08,21.61,55.67,4.94,18.35,13.78,16.15,0.33,9.3,19.94,0.5,4.43,0.39,62
Hyderabad,2019-08-09,12.46,36.39,2.33,13.58,8.84,13.47,0.36,10.95,18.47,0.08,1.26,0.12,46
Delhi,2019-02-16,112.34,181.64,17.27,33.33,33.34,35.16,1.13,12.92,26.45,2.79,20.22,0.76,288
Hyderabad,2018-05-19,47.42,136.63,4.4,37.25,23.1,19.61,0.69,8.04,46.38,1.16,6.38,1.58,103
Amritsar,2019-11-17,42.18,105.92,17.22,10.01,27.23,12.99,0.66,7.93,16.02,1.92,3.16,2,110
Delhi,2019-07-05,48.6,99.98,18.04,34.77,34.24,37.63,1.2,11.05,22.68,2.88,24.95,1.12,113
Visakhapatnam,2019-06-19,59.13,196.5,11.49,56.36,39.33,7.92,1.08,11.91,13.25,10.35,19.07,4.78,153
Amritsar,2018-12-31,78.42,186.41,31.71,33.79,59.08,9.96,0.05,2.98,5.43,9.62,2.41,9.09,184
Hyderabad,2019-05-02,38.41,141.06,3.1,26.61,16.47,10.86,0.49,8.07,41.64,1.29,7.24,5.07,111
Hyderabad,2020-01-24,63.09,128.53,16.57,49.49,37.99,19.87,0.66,7.58,21.9,0.37,3.09,0.12,125
Amritsar,2019-08-27,36.3,63.21,14.22,9.14,22.63,11.17,0.55,6.49,18.33,2.49,1.13,2,68
Hyderabad,2016-05-16,28.39,73.3,8.82,29.68,25.85,27.59,0.79,4.71,31.52,0.32,2.11,0.38,92
Amaravati,2018-01-15,76.29,115.53,2.96,21.35,13.75,20.38,0.05,8.75,69.99,0.18,7.71,0.07,172
Visakhapatnam,2020-02-11,58.03,98.66,2.78,23.95,15,12.85,0.96,8.33,46.43,3.24,5.93,0.83,84
Hyderabad,2020-05-07,26.84,58.71,5.48,21.67,15.26,12.1,0.41,4.3,26.6,0.82,4.84,0.21,59
Amaravati,2019-04-18,20.21,57.8,2.65,13.78,9.52,6.54,0.51,10.6,26.51,0.16,3.11,0.14,79
Hyderabad,2018-03-25,71.4,150.7,5.3,49.1,30.11,25.92,0.98,10.47,43.09,2.03,10.45,3.08,135
Hyderabad,2018-08-24,14.36,56.52,5.88,24.14,16.98,18.06,0.31,8.55,12.62,0.76,3.43,1.41,48
Visakhapatnam,2018-05-13,16.11,71.82,7.45,25.8,19.79,10.66,0.48,8.2,7.76,3.64,5.7,1.73,130
Visakhapatnam,2018-10-27,63.16,208.22,12.52,57.54,40.79,11.09,0.76,11.04,84.77,5.4,11.43,4.8,160
Visakhapatnam,2019-03-14,50.39,159.08,20.49,61.21,49.22,9.92,0.84,25.54,16.02,2.48,5.05,0.67,131
Delhi,2018-09-03,42.06,72.38,17.6,27.63,30,30.05,1.06,9.96,26.15,2.11,29.86,0.79,89
Delhi,2017-11-28,167.74,290.47,61.44,62.53,93.71,60.94,1.76,19.39,34.78,16.1,19.68,0.1,360
Amritsar,2018-03-14,40.21,138.73,11.93,8.52,20.46,9.31,0.92,3.09,31.63,4.12,1.3,0.95,125
Delhi,2015-03-03,83.49,112.1,16.23,23.75,30.88,16.04,11.72,5.07,20.83,2.13,8.11,2.41,266
Delhi,2018-02-02,140.35,282.16,34.69,54.28,71.59,52.36,1.49,12.25,52.12,1.72,5.93,0.79,318
Hyderabad,2018-07-16,11.04,20,5.27,21.19,15.02,17.01,0.37,8.75,16.13,0.52,3.67,0.34,72
Delhi,2015-03-22,72.2,122.12,9.39,20.27,23.15,32.52,8.5,4.4,25.48,2.67,6.07,5.96,204
Patna,2020-01-30,152.02,221.91,34.98,33.1,70.53,39.18,1.47,11.1,8.52,1.39,9.71,2.55,296
Visakhapatnam,2019-07-11,25.62,106.83,10.77,34.25,26.97,7.96,0.63,7.67,9.32,4.2,7.9,2.76,108
Hyderabad,2017-08-30,12.26,33.08,7.27,10.14,5.8,5.73,0.17,4.36,32.5,0.09,1.15,0.16,56
Patna,2020-01-18,86.75,118.72,54.16,24.39,75.21,30.57,0.95,10.92,10.38,3.86,4.42,3.98,231
Amritsar,2017-11-17,111.37,228.78,57.05,31.94,88.99,11.88,1.4,8.03,29.84,6.75,9.31,20.58,262
Hyderabad,2019-04-15,37.57,97.74,3.48,35.15,21.37,11.56,0.54,6.78,39.51,1.52,9,1.34,95
Hyderabad,2019-06-11,12.39,38.63,2.03,19.18,11.83,9.94,0.36,5.11,38.66,0.34,5.28,0.15,60
Hyderabad,2020-02-18,45.93,120.32,13,47.25,33.53,23.78,0.57,14.12,29.11,1.47,11.44,1.63,116
Visakhapatnam,2019-01-17,102.42,213.54,5.7,29.75,20.46,12.18,0.96,14.97,128.67,3.05,4.94,1.03,199
Gurugram,2020-03-09,62.38,112.32,6.75,23.13,22.26,34.01,0.77,15.82,42.54,3.09,3.41,12.4,117
Visakhapatnam,2020-04-11,16.38,38.99,12.22,26.65,24.11,7.86,0.11,5.51,13.98,1.9,9.53,0.89,51
Amaravati,2019-02-15,60.11,101.22,2.29,22.82,13.91,16.94,0.7,6.98,40.95,0.02,0.02,0.1,116
Hyderabad,2018-11-07,54.63,103.16,4.8,38.84,23.63,10.34,0.52,8.73,34.91,2.23,16.75,1.3,95
Hyderabad,2019-12-10,58.14,116.77,12.36,43.91,31.49,14.78,0.86,6.12,24.18,2.83,21.08,4.2,117
Amritsar,2019-10-08,48.2,73.6,12.29,11.35,21.7,31.13,0.28,1.51,35.6,4.2,1.18,2,132
Delhi,2019-02-19,126.12,229.75,40.67,55.44,65.95,41.33,1.56,15.93,36.66,3.97,34.03,1.36,232
Delhi,2018-06-30,41.41,103.75,10.42,32.89,28.23,40.71,0.91,9.55,31.21,2.3,21.04,1.02,113
Patna,2020-04-10,52.72,119.57,43.93,37.04,46.09,12.87,1.44,11,31.62,0.64,4.19,0.37,144
Delhi,2018-01-22,202.11,352.68,54.86,56.45,72.5,63.15,1.87,21.64,68.33,4.09,10.9,0,362
Patna,2020-02-12,90.54,189.23,25.07,56.97,64.03,29.13,1,7.51,11.65,2.22,9.02,2.37,231
Hyderabad,2018-08-14,16.97,46.65,8.16,27.16,20.02,13.27,0.31,7.29,10.2,0.84,7.87,4.19,41
Amaravati,2019-03-11,12.77,50.79,2.6,8.45,6.56,8.86,0.53,14.06,22.67,0.95,3.31,0.29,78
Hyderabad,2016-01-24,73.91,105.01,5.09,10.36,14.06,10.59,0.89,7.65,44.51,0.55,3.64,0.13,149
Gurugram,2020-05-20,67.08,124.58,11.33,27.33,22.39,22.17,0.89,10.08,71.92,5.88,3.06,2.09,167
Kolkata,2020-01-20,62.35,125.7,20.22,39.97,60.07,23.2,0.8,12.65,39.43,19.31,23.37,1.71,148
